id,sex,age,race,c_days_from_compas,c_charge_degree,is_recid,is_violent_recid,decile_score,v_decile_score,v_score_text,priors_count
9784,Male,39,African-American,1,M,0,0,2,1,Low,2
9785,Male,47,Caucasian,1,M,0,0,2,1,Low,0
9788,Male,55,African-American,40,F,0,0,8,6,Medium,12
9789,Male,63,African-American,1,M,0,0,1,1,Low,2
9791,Male,55,Caucasian,1,M,0,0,5,1,Low,27
9795,Male,24,Hispanic,33,F,0,0,2,4,Low,1
9796,Male,54,Other,1,M,1,1,2,1,Low,2
9798,Male,26,African-American,369,M,0,0,6,7,Medium,3
9800,Male,37,Caucasian,9,M,0,0,2,1,Low,1
9801,Male,25,African-American,170,M,0,0,5,8,High,4
9802,Male,34,African-American,1,F,0,0,1,2,Low,0
9806,Male,57,Other,1,F,1,1,1,1,Low,0
9808,Male,46,Caucasian,55,F,0,0,5,2,Low,2
9810,Male,32,African-American,1,F,0,0,9,4,Low,8
9814,Male,35,African-American,543,F,1,1,8,7,Medium,4
9817,Male,26,African-American,1,F,1,1,5,6,Medium,2
9820,Male,29,African-American,1,M,0,0,4,2,Low,2
9823,Male,53,African-American,3,F,0,0,5,5,Medium,20
9824,Male,57,Hispanic,15,M,0,0,1,1,Low,1
9826,Male,29,African-American,119,F,1,1,10,5,Medium,3
9827,Male,27,Caucasian,1,F,0,0,2,3,Low,0
9830,Male,48,Caucasian,1,F,0,0,2,1,Low,0
9831,Male,29,Hispanic,0,M,1,1,2,2,Low,0
9832,Male,25,Caucasian,0,M,1,1,4,4,Low,1
9833,Male,67,Caucasian,1,F,0,0,1,1,Low,0
9834,Male,29,African-American,0,M,1,0,5,3,Low,2
9835,Female,53,African-American,1,F,0,0,2,1,Low,3
9837,Male,23,Caucasian,41,F,0,0,5,5,Medium,1
9838,Male,49,African-American,4,F,0,0,1,1,Low,0
9840,Female,44,Caucasian,1,M,1,0,1,1,Low,0
9842,Female,55,Hispanic,1,F,0,0,1,1,Low,0
9845,Male,46,African-American,1,M,1,0,1,1,Low,0
9847,Female,48,African-American,1,F,1,1,6,1,Low,0
9851,Male,77,African-American,3608,M,1,1,1,1,Low,1
9855,Male,54,Caucasian,1,F,0,0,2,1,Low,3
9856,Male,26,African-American,1,F,0,0,9,6,Medium,15
9858,Male,27,Hispanic,3,F,0,0,2,2,Low,1
9861,Male,39,Caucasian,0,F,0,0,2,2,Low,2
9862,Male,35,Hispanic,1,F,0,0,7,3,Low,13
9867,Male,41,African-American,1,F,1,0,3,4,Low,6
9868,Male,32,African-American,1,M,0,0,10,8,High,1
9869,Male,48,African-American,333,M,0,0,6,3,Low,12
9871,Male,39,Caucasian,120,F,0,0,6,3,Low,2
9872,Male,52,African-American,1,M,1,1,6,4,Low,0
9879,Male,56,African-American,50,M,1,1,3,1,Low,4
9880,Female,46,Caucasian,1,M,0,0,1,1,Low,0
9885,Female,22,African-American,2,F,0,0,7,5,Medium,0
9886,Male,32,Hispanic,47,F,0,0,1,2,Low,1
9888,Male,39,African-American,1,F,0,0,4,2,Low,8
9889,Male,35,African-American,1,F,0,0,6,3,Low,9
9890,Male,26,African-American,0,M,0,0,1,2,Low,1
9891,Male,27,African-American,1,F,1,0,2,3,Low,1
9892,Male,27,African-American,28,F,1,1,10,5,Medium,5
9894,Female,34,Caucasian,77,F,1,1,9,5,Medium,10
9899,Male,27,African-American,334,M,0,0,2,2,Low,2
9900,Male,27,Hispanic,222,F,1,0,6,6,Medium,6
9902,Female,32,African-American,1,M,1,1,1,1,Low,0
9906,Male,43,Caucasian,55,M,0,0,2,1,Low,4
9907,Male,52,African-American,1,F,1,1,9,3,Low,7
9908,Male,21,African-American,0,F,1,1,10,10,High,2
9910,Male,21,African-American,153,F,1,1,9,9,High,1
9912,Male,26,Hispanic,1,F,0,0,6,4,Low,0
9915,Male,39,Hispanic,45,M,0,0,1,1,Low,3
9917,Male,31,African-American,1,M,0,0,1,2,Low,1
9918,Male,34,Caucasian,1,M,0,0,5,5,Medium,1
9919,Male,32,African-American,1,M,0,0,4,3,Low,0
9920,Female,50,Caucasian,4,M,1,1,3,1,Low,0
9921,Male,27,African-American,1,M,0,0,5,3,Low,1
9922,Female,26,African-American,1,F,0,0,3,3,Low,4
9923,Male,27,African-American,1,F,1,1,5,3,Low,4
9931,Male,58,African-American,2,M,0,0,1,1,Low,0
9935,Male,24,African-American,1,F,1,1,10,9,High,15
9939,Male,50,Caucasian,1,M,0,0,1,1,Low,0
9942,Male,46,Hispanic,1,F,0,0,1,1,Low,0
9948,Male,34,African-American,1,F,0,0,7,5,Medium,10
9949,Male,56,Hispanic,108,F,0,0,1,1,Low,2
9951,Male,26,Caucasian,1,F,0,0,2,3,Low,2
9952,Male,31,Caucasian,1,F,0,0,1,1,Low,0
9955,Male,39,African-American,1,F,0,0,1,1,Low,0
9959,Female,22,African-American,1,M,0,0,6,5,Medium,0
9960,Female,25,African-American,1,M,0,0,2,3,Low,0
9963,Female,21,African-American,1,F,0,0,9,6,Medium,2
9965,Male,20,Caucasian,1,F,0,0,4,6,Medium,1
9966,Male,54,African-American,0,M,1,1,5,2,Low,12
9968,Female,27,African-American,1,F,1,1,6,4,Low,2
9971,Female,55,Caucasian,1,F,0,0,1,1,Low,0
9972,Male,24,African-American,1,M,0,0,2,3,Low,0
9973,Male,20,African-American,0,F,1,1,10,9,High,0
9979,Female,34,Caucasian,21,M,0,0,1,2,Low,1
9984,Male,24,African-American,0,F,0,0,8,6,Medium,0
9985,Male,42,Caucasian,1,F,0,0,4,4,Low,8
9988,Female,40,African-American,73,F,0,0,1,1,Low,1
9991,Male,20,Caucasian,1,M,0,0,4,7,Medium,0
9997,Male,20,African-American,1,M,1,1,4,7,Medium,0
10004,Male,27,African-American,1,M,0,0,5,4,Low,5
10006,Male,20,Caucasian,1,M,1,1,10,9,High,0
10007,Male,20,African-American,4,F,0,0,6,8,High,0
10009,Male,29,African-American,1,F,1,1,7,4,Low,9
10018,Female,24,African-American,1,F,0,0,5,4,Low,0
10020,Male,27,Caucasian,0,F,0,0,4,3,Low,0
10021,Male,24,Caucasian,2,F,0,0,4,4,Low,0
10022,Male,31,African-American,291,M,1,1,6,8,High,6
10027,Female,46,African-American,56,F,0,0,6,3,Low,4
10028,Male,53,African-American,2757,M,0,0,9,3,Low,3
10029,Male,54,Caucasian,1,F,0,0,1,1,Low,0
10033,Female,35,African-American,1,F,1,1,6,2,Low,7
10035,Female,53,African-American,1,F,0,0,5,1,Low,0
10036,Male,26,African-American,1,M,1,1,4,4,Low,9
10042,Male,25,African-American,0,F,1,1,7,4,Low,6
10043,Female,49,Caucasian,1,F,0,0,1,1,Low,0
10047,Male,57,Caucasian,2,F,0,0,1,1,Low,0
10050,Female,34,Other,1,F,1,1,2,1,Low,0
10051,Male,25,Caucasian,1,F,1,1,10,5,Medium,5
10052,Female,42,African-American,1,F,0,0,5,4,Low,1
10054,Male,51,African-American,0,F,0,0,5,1,Low,1
10055,Male,26,African-American,868,F,0,0,7,7,Medium,7
10056,Male,31,Other,0,M,0,0,2,2,Low,5
10057,Male,34,African-American,1389,F,0,0,8,7,Medium,9
10058,Male,53,African-American,1,M,0,0,5,3,Low,13
10059,Female,43,African-American,1,F,0,0,7,3,Low,6
10061,Male,34,African-American,3,F,0,0,1,2,Low,0
10064,Male,51,African-American,1,M,0,0,1,1,Low,0
10065,Male,26,Caucasian,1,M,0,0,4,3,Low,1
10066,Male,47,African-American,1,F,0,0,6,1,Low,5
10068,Male,22,Caucasian,1,F,0,0,4,5,Medium,0
10069,Female,36,Caucasian,0,F,0,0,2,1,Low,0
10071,Female,36,Hispanic,0,M,0,0,3,1,Low,1
10073,Male,37,African-American,514,M,0,0,2,2,Low,2
10076,Male,21,African-American,34,F,0,0,4,6,Medium,2
10077,Male,25,African-American,1,M,0,0,6,7,Medium,6
10078,Male,27,Hispanic,1088,F,1,1,4,3,Low,1
10083,Male,33,Caucasian,2,M,0,0,1,1,Low,0
10084,Male,46,Caucasian,65,F,0,0,5,6,Medium,5
10088,Female,28,African-American,1,F,0,0,2,2,Low,1
10091,Male,28,African-American,1,F,1,1,5,5,Medium,5
10094,Male,20,Caucasian,0,M,0,0,3,6,Medium,0
10095,Male,27,African-American,1,F,0,0,3,3,Low,2
10096,Female,24,Other,1,F,0,0,4,4,Low,0
10105,Male,31,Caucasian,31,M,0,0,9,2,Low,8
10107,Female,39,African-American,121,F,0,0,5,5,Medium,1
10111,Male,26,African-American,1,F,0,0,2,3,Low,0
10115,Male,35,African-American,1472,F,0,0,2,2,Low,5
10118,Male,55,Hispanic,1,M,0,0,1,1,Low,0
10124,Female,27,Caucasian,430,M,0,0,2,4,Low,2
10125,Male,50,Hispanic,1,F,1,1,1,1,Low,5
10127,Male,56,Caucasian,1,M,1,1,7,3,Low,5
10130,Female,48,African-American,9485,F,0,0,1,1,Low,1
10131,Male,21,African-American,1,F,0,0,9,10,High,1
10133,Male,35,Caucasian,1,M,0,0,2,2,Low,0
10137,Male,32,African-American,1,F,0,0,7,4,Low,0
10138,Male,33,Hispanic,90,M,0,0,2,4,Low,1
10142,Male,25,African-American,96,F,0,0,8,6,Medium,2
10143,Male,26,African-American,122,M,1,0,8,5,Medium,13
10145,Female,44,Hispanic,1,M,0,0,1,1,Low,0
10151,Female,47,Hispanic,61,F,0,0,1,1,Low,1
10159,Male,49,Caucasian,1,F,0,0,1,1,Low,0
10161,Female,40,Caucasian,0,F,0,0,2,2,Low,0
10163,Male,22,African-American,12,M,0,0,6,5,Medium,4
10166,Female,51,Caucasian,98,F,0,0,1,1,Low,1
10168,Male,49,Caucasian,26,M,0,0,1,1,Low,1
10173,Male,30,African-American,42,M,1,1,8,4,Low,8
10176,Male,41,African-American,0,F,1,1,6,3,Low,12
10178,Male,46,Caucasian,1,F,0,0,1,1,Low,0
10179,Male,57,African-American,4620,M,0,0,1,1,Low,2
10180,Female,44,Caucasian,31,M,0,0,3,1,Low,1
10181,Male,32,African-American,1,F,0,0,9,6,Medium,0
10183,Male,36,African-American,1,M,0,0,9,3,Low,1
10184,Male,30,African-American,1,M,0,0,8,6,Medium,1
10185,Male,28,African-American,1,M,0,0,2,3,Low,0
10189,Male,29,African-American,1,F,1,1,10,9,High,8
10193,Male,21,African-American,1,M,0,0,5,6,Medium,1
10194,Male,23,African-American,1,F,1,1,8,6,Medium,5
10195,Male,27,Other,1,M,0,0,1,2,Low,0
10196,Male,25,Caucasian,30,F,0,0,9,7,Medium,4
10198,Male,35,Other,1,F,0,0,5,3,Low,2
10201,Male,35,Hispanic,1,F,1,1,2,2,Low,0
10202,Female,25,African-American,1,M,1,1,8,3,Low,1
10207,Male,35,African-American,1,F,0,0,6,5,Medium,9
10208,Male,33,Caucasian,321,M,0,0,3,3,Low,4
10209,Male,38,Caucasian,21,F,0,0,1,1,Low,8
10210,Male,32,African-American,1,M,0,0,9,7,Medium,0
10211,Female,23,African-American,1,M,0,0,4,5,Medium,0
10212,Male,67,African-American,799,F,0,0,2,1,Low,3
10214,Male,23,African-American,1,F,0,0,10,10,High,4
10216,Female,26,African-American,1,M,0,0,8,4,Low,0
10220,Male,24,African-American,1,F,0,0,3,4,Low,1
10223,Male,37,African-American,1,M,0,0,7,2,Low,0
10224,Male,29,African-American,1,F,0,0,5,3,Low,0
10225,Male,34,Other,2,F,0,0,2,1,Low,0
10228,Male,49,Caucasian,1,F,0,0,1,1,Low,3
10229,Male,31,African-American,1,F,0,0,2,2,Low,2
10230,Male,59,Caucasian,1,M,0,0,1,1,Low,0
10233,Male,23,African-American,1,F,0,0,5,5,Medium,1
10235,Male,22,African-American,1,F,0,0,9,7,Medium,1
10239,Male,36,African-American,1,F,0,0,1,1,Low,0
10242,Male,31,Caucasian,0,M,0,0,7,9,High,3
10243,Female,29,Hispanic,3,M,0,0,3,2,Low,0
10250,Male,25,African-American,134,F,1,0,10,10,High,7
10251,Male,26,Caucasian,1,F,0,0,2,3,Low,0
10252,Male,24,African-American,1,M,0,0,4,5,Medium,0
10253,Male,43,Other,3,F,0,0,1,1,Low,1
10254,Male,27,African-American,1,F,0,0,9,10,High,11
10256,Male,28,Caucasian,1,F,0,0,4,3,Low,4
10257,Female,33,Other,1,F,0,0,2,2,Low,0
10258,Male,54,Caucasian,1,F,1,1,3,2,Low,3
10259,Male,57,Caucasian,1,M,0,0,1,1,Low,0
10261,Male,30,African-American,1,F,0,0,2,2,Low,2
10262,Male,27,Other,1,M,0,0,1,2,Low,0
10267,Female,31,African-American,0,F,0,0,8,5,Medium,4
10269,Male,29,Caucasian,1,F,0,0,3,3,Low,0
10270,Female,29,Hispanic,2,M,1,1,2,2,Low,0
10271,Male,33,Hispanic,14,M,0,0,3,4,Low,2
10272,Male,22,African-American,1,M,0,0,4,6,Medium,0
10273,Male,28,African-American,75,F,1,0,3,3,Low,2
10274,Male,35,African-American,1,M,1,1,8,7,Medium,0
10277,Male,30,African-American,1,F,1,0,7,7,Medium,14
10279,Female,44,African-American,45,M,0,0,2,2,Low,1
10281,Female,63,Caucasian,1,M,0,0,1,1,Low,0
10288,Male,34,Other,1,M,0,0,2,2,Low,3
10289,Male,36,Caucasian,1,F,1,1,8,3,Low,0
10292,Male,21,African-American,1,F,0,0,8,8,High,0
10293,Male,23,Caucasian,1,F,0,0,3,4,Low,1
10295,Male,55,African-American,43,F,0,0,5,5,Medium,1
10296,Male,40,African-American,1,F,0,0,3,1,Low,1
10298,Male,30,African-American,1,M,1,1,5,5,Medium,3
10299,Male,41,African-American,1,M,0,0,5,2,Low,1
10300,Male,56,Caucasian,1,M,0,0,1,1,Low,0
10302,Male,61,African-American,1,M,1,0,2,2,Low,14
10307,Male,31,African-American,1,F,0,0,6,6,Medium,6
10313,Male,32,African-American,435,F,0,0,10,9,High,4
10316,Male,56,Other,1,M,0,0,1,1,Low,0
10317,Male,62,African-American,0,M,0,0,1,1,Low,0
10327,Male,23,Caucasian,1,M,0,0,5,6,Medium,0
10328,Male,25,African-American,999,F,0,0,4,5,Medium,1
10329,Male,53,Other,1,M,0,0,1,1,Low,0
10330,Male,67,Caucasian,0,M,0,0,1,1,Low,0
10332,Male,38,Hispanic,1,M,0,0,1,1,Low,0
10333,Male,40,Other,1,F,0,0,1,1,Low,1
10335,Female,45,Other,1,F,0,0,1,1,Low,1
10336,Male,29,African-American,1,M,1,1,8,8,High,3
10337,Male,32,Hispanic,0,M,0,0,2,3,Low,0
10339,Male,23,African-American,1238,M,1,1,10,10,High,1
10343,Female,39,Other,1,F,0,0,1,1,Low,0
10344,Male,29,African-American,0,F,0,0,2,2,Low,0
10345,Male,46,African-American,7,F,0,0,1,1,Low,4
10346,Male,31,African-American,1,M,1,1,8,8,High,9
10348,Male,24,African-American,13,M,0,0,2,4,Low,1
10349,Male,28,African-American,0,F,1,1,1,2,Low,1
10354,Female,24,African-American,1,M,0,0,6,5,Medium,0
10355,Male,29,Other,1,F,0,0,6,5,Medium,5
10356,Male,28,Hispanic,1,F,1,1,8,8,High,3
10357,Male,36,Caucasian,2,F,0,0,2,1,Low,1
10359,Male,25,African-American,0,M,1,1,6,5,Medium,2
10360,Male,29,Caucasian,1,F,0,0,1,2,Low,0
10361,Female,26,Caucasian,1,F,0,0,9,7,Medium,1
10367,Male,32,African-American,1,F,1,1,6,3,Low,4
10369,Male,29,Hispanic,1,F,0,0,1,2,Low,1
10370,Female,26,Caucasian,1,F,0,0,3,3,Low,0
10371,Male,45,Hispanic,82,F,0,0,1,1,Low,3
10376,Female,46,Caucasian,0,M,0,0,1,1,Low,0
10377,Male,41,Caucasian,1,F,0,0,1,1,Low,0
10380,Female,38,Other,1,M,0,0,1,1,Low,0
10381,Female,24,African-American,261,F,1,1,6,5,Medium,1
10386,Male,22,Caucasian,1,M,0,0,7,6,Medium,1
10389,Male,26,Caucasian,1,M,0,0,6,5,Medium,7
10394,Male,30,African-American,1,M,0,0,1,1,Low,0
10399,Male,34,Caucasian,1,F,0,0,5,4,Low,1
10400,Male,23,Caucasian,1,M,0,0,7,9,High,3
10401,Female,47,Caucasian,1,M,0,0,1,1,Low,0
10402,Male,55,Caucasian,1,M,0,0,1,1,Low,2
10403,Female,30,Caucasian,168,F,1,1,5,2,Low,5
10404,Male,30,Hispanic,1,M,0,0,3,2,Low,0
10406,Male,43,African-American,1,F,0,0,7,6,Medium,2
10407,Male,45,African-American,1,F,1,1,8,8,High,38
10408,Male,30,Hispanic,1,M,0,0,1,1,Low,0
10410,Female,61,Caucasian,10,F,0,0,6,2,Low,15
10411,Male,63,African-American,910,M,0,0,9,5,Medium,16
10412,Male,49,Caucasian,1,F,0,0,1,1,Low,0
10413,Male,49,African-American,1,M,0,0,1,1,Low,1
10415,Male,42,African-American,0,F,0,0,1,1,Low,1
10416,Male,24,African-American,1,M,0,0,7,5,Medium,1
10417,Male,51,Caucasian,1,F,0,0,1,1,Low,0
10419,Male,32,Hispanic,1,M,1,1,5,2,Low,6
10420,Male,28,Caucasian,151,F,1,1,4,3,Low,4
10424,Male,49,African-American,1,F,0,0,1,1,Low,2
10426,Male,47,Caucasian,42,F,0,0,1,1,Low,1
10427,Male,56,Caucasian,0,F,0,0,2,3,Low,1
10428,Male,53,Caucasian,1,M,0,0,4,3,Low,8
10429,Male,27,Other,1,M,1,1,2,3,Low,2
10431,Male,41,Caucasian,1,M,0,0,1,1,Low,3
10432,Male,45,African-American,1,F,0,0,4,1,Low,6
10434,Male,47,Caucasian,494,M,0,0,2,1,Low,2
10436,Female,21,African-American,1,F,0,0,10,9,High,0
10437,Male,27,Caucasian,0,M,1,1,4,3,Low,2
10439,Male,21,African-American,2,F,0,0,3,5,Medium,0
10440,Male,31,Caucasian,1,F,0,0,1,1,Low,0
10443,Female,45,Hispanic,1,M,0,0,1,1,Low,0
10444,Male,30,African-American,1,F,1,1,6,4,Low,8
10446,Male,23,African-American,1,F,0,0,4,5,Medium,0
10447,Male,52,Caucasian,1,F,0,0,1,1,Low,1
10449,Female,51,African-American,1,M,0,0,2,2,Low,3
10452,Female,44,African-American,0,F,0,0,1,1,Low,0
10455,Female,25,Hispanic,1,F,0,0,4,3,Low,0
10461,Male,37,Other,1,M,1,1,1,1,Low,0
10462,Female,34,Caucasian,3,F,0,0,3,1,Low,0
10463,Male,23,African-American,1,M,1,1,7,9,High,3
10464,Male,71,Caucasian,1,M,0,0,1,1,Low,3
10467,Male,45,Caucasian,0,M,0,0,1,1,Low,2
10469,Male,29,African-American,0,M,0,0,1,2,Low,0
10476,Male,26,Caucasian,31,F,0,0,5,5,Medium,1
10479,Male,36,Hispanic,2,F,0,0,2,1,Low,5
10482,Male,42,Hispanic,1,F,1,1,1,1,Low,1
10483,Male,21,African-American,1,M,0,0,5,8,High,0
10484,Male,29,Caucasian,1,M,0,0,1,2,Low,2
10486,Male,54,Caucasian,4,M,0,0,1,1,Low,0
10489,Female,22,Caucasian,241,M,0,0,8,9,High,1
10491,Male,29,Caucasian,1,M,0,0,3,2,Low,1
10492,Female,25,Hispanic,1,F,0,0,6,4,Low,14
10493,Male,62,Other,1,M,0,0,1,1,Low,0
10498,Female,65,Caucasian,11,F,0,0,1,1,Low,1
10502,Male,31,Caucasian,0,F,0,0,1,1,Low,0
10505,Male,21,African-American,1,F,0,0,9,10,High,0
10506,Male,27,African-American,0,F,1,1,7,4,Low,17
10507,Male,33,Caucasian,1,F,0,0,2,5,Medium,1
10509,Male,25,African-American,1,F,0,0,7,6,Medium,3
10510,Male,39,Caucasian,1,F,0,0,1,1,Low,1
10511,Male,29,African-American,1,M,1,1,9,6,Medium,8
10513,Female,42,Caucasian,3,F,0,0,1,1,Low,0
10514,Male,21,Caucasian,1,F,0,0,9,8,High,0
10519,Male,36,African-American,1,M,1,1,9,8,High,2
10520,Female,24,African-American,1,F,1,1,4,3,Low,0
10522,Female,67,Caucasian,3,M,0,0,1,1,Low,0
10523,Male,29,Other,1,F,1,1,2,3,Low,4
10524,Female,27,African-American,40,F,0,0,6,4,Low,2
10525,Male,39,African-American,0,F,1,1,4,3,Low,3
10526,Male,42,Caucasian,1,F,0,0,6,2,Low,5
10528,Male,41,Hispanic,4,M,0,0,1,1,Low,1
10530,Female,25,African-American,1,F,0,0,3,4,Low,1
10532,Male,37,African-American,1,M,1,1,4,4,Low,4
10538,Male,23,African-American,0,M,0,0,6,6,Medium,1
10540,Female,31,Caucasian,1,M,1,1,1,1,Low,1
10544,Male,67,Caucasian,1,M,0,0,1,1,Low,0
10545,Male,27,African-American,1,F,0,0,7,3,Low,10
10546,Female,26,Caucasian,1,M,0,0,6,5,Medium,1
10548,Male,51,Caucasian,35,F,0,0,1,1,Low,1
10549,Male,31,Other,2,F,0,0,3,3,Low,0
10550,Male,28,Caucasian,1,M,0,0,4,5,Medium,0
10552,Female,51,Caucasian,1,M,0,0,1,1,Low,0
10556,Female,27,African-American,1,F,0,0,3,2,Low,1
10557,Male,32,African-American,1,M,0,0,4,4,Low,5
10559,Male,27,African-American,1,M,0,0,6,6,Medium,4
10560,Male,41,Caucasian,1,F,1,1,1,1,Low,1
10561,Male,24,African-American,1,M,0,0,10,9,High,12
10563,Male,61,African-American,1,F,0,0,3,3,Low,11
10567,Female,29,Caucasian,0,F,0,0,3,2,Low,3
10568,Male,34,Caucasian,1,F,0,0,4,3,Low,11
10570,Male,45,Caucasian,5,F,0,0,3,1,Low,0
10573,Male,23,African-American,415,F,0,0,6,9,High,3
10575,Male,31,Caucasian,1,F,0,0,4,3,Low,6
10580,Female,22,Caucasian,1,M,0,0,8,7,Medium,1
10585,Female,25,African-American,1,F,0,0,5,6,Medium,1
10588,Male,25,Hispanic,43,F,0,0,3,3,Low,1
10590,Male,29,African-American,1,F,1,1,5,4,Low,1
10594,Female,32,Hispanic,3,F,0,0,2,1,Low,1
10595,Male,39,Caucasian,1,M,0,0,1,1,Low,0
10596,Male,22,Other,1,F,0,0,3,5,Medium,3
10604,Female,22,Caucasian,31,F,1,1,6,7,Medium,2
10606,Male,25,Caucasian,1,M,0,0,9,6,Medium,0
10619,Male,22,African-American,1,M,1,1,10,6,Medium,0
10622,Female,44,African-American,1,F,0,0,6,3,Low,6
10625,Male,23,African-American,1,F,0,0,4,6,Medium,0
10626,Male,46,Caucasian,1,F,0,0,1,1,Low,0
10627,Male,33,Caucasian,14,F,0,0,4,2,Low,2
10629,Female,40,Caucasian,1,F,1,1,1,1,Low,3
10631,Male,54,Caucasian,0,F,0,0,3,1,Low,7
10636,Male,21,Caucasian,1,M,0,0,7,7,Medium,0
10637,Male,43,Caucasian,1,M,1,1,2,4,Low,6
10643,Male,22,African-American,1,M,0,0,10,10,High,0
10645,Male,31,African-American,0,F,0,0,7,3,Low,0
10647,Female,50,Caucasian,73,F,1,0,5,1,Low,3
10648,Male,27,Hispanic,1,F,1,1,2,2,Low,4
10649,Male,21,African-American,2,M,0,0,5,7,Medium,1
10651,Male,23,Caucasian,0,M,0,0,6,7,Medium,0
10653,Male,64,African-American,1,M,0,0,2,1,Low,0
10655,Female,42,Other,1,F,0,0,1,1,Low,0
10656,Male,20,African-American,1,F,0,0,4,7,Medium,0
10657,Male,26,Caucasian,1,M,0,0,2,3,Low,1
10660,Male,23,Hispanic,1,M,1,1,2,4,Low,0
10667,Female,29,African-American,1,F,0,0,4,3,Low,0
10670,Female,45,African-American,1,F,0,0,1,1,Low,0
10672,Female,47,African-American,1,M,0,0,6,6,Medium,4
10674,Male,32,African-American,1,F,0,0,10,6,Medium,9
10675,Male,27,Caucasian,50,F,1,1,3,3,Low,2
10676,Male,23,Other,1,F,0,0,4,4,Low,0
10682,Female,33,Hispanic,63,F,0,0,3,2,Low,2
10685,Female,28,African-American,1,F,0,0,2,2,Low,1
10686,Male,36,Caucasian,0,F,0,0,1,1,Low,0
10689,Male,32,Hispanic,0,F,0,0,3,2,Low,1
10690,Male,24,African-American,1,F,0,0,6,5,Medium,0
10694,Male,46,African-American,1,M,0,0,6,3,Low,2
10699,Male,57,African-American,0,F,1,1,10,6,Medium,28
10703,Male,43,African-American,1,F,0,0,7,3,Low,23
10706,Male,42,African-American,1,M,0,0,7,4,Low,0
10708,Male,26,Caucasian,1,F,0,0,4,3,Low,1
10709,Male,74,Caucasian,1,M,0,0,1,1,Low,0
10713,Female,24,Hispanic,2,M,0,0,3,3,Low,1
10718,Male,22,Other,1,F,0,0,3,6,Medium,0
10719,Male,33,African-American,588,M,0,0,4,4,Low,2
10720,Male,22,African-American,1,M,1,1,6,6,Medium,1
10721,Male,50,Caucasian,27,M,0,0,2,1,Low,4
10728,Female,35,African-American,1,F,1,1,7,3,Low,5
10729,Male,33,African-American,1,F,1,1,1,1,Low,0
10730,Female,36,African-American,1,M,0,0,2,1,Low,1
10735,Male,63,African-American,1,F,0,0,1,1,Low,1
10737,Female,69,Caucasian,3,F,0,0,3,1,Low,5
10748,Male,44,Caucasian,1,M,0,0,1,1,Low,1
10749,Female,29,African-American,1,F,0,0,2,2,Low,0
10750,Female,52,Caucasian,1,M,0,0,3,1,Low,0
10753,Male,23,African-American,1,F,1,1,10,9,High,1
10754,Female,22,Hispanic,2,M,0,0,4,4,Low,0
10756,Male,26,Caucasian,1,F,0,0,4,2,Low,0
10757,Male,24,African-American,1,M,1,1,6,4,Low,0
10758,Male,45,African-American,1,M,0,0,2,1,Low,4
10762,Female,26,Hispanic,6,M,0,0,4,3,Low,1
10763,Male,47,African-American,0,M,0,0,1,1,Low,0
10764,Male,20,African-American,35,F,1,1,10,10,High,2
10765,Male,26,African-American,1,F,0,0,4,4,Low,0
10769,Male,52,Caucasian,1,M,0,0,1,1,Low,1
10770,Male,51,Caucasian,1,F,0,0,1,1,Low,0
10774,Male,47,African-American,1,F,1,1,1,1,Low,7
10778,Male,38,Caucasian,1,M,1,1,1,1,Low,1
10779,Male,67,Caucasian,1,F,0,0,3,1,Low,1
10781,Male,47,African-American,3,F,1,0,1,2,Low,1
10783,Male,66,Caucasian,1,M,0,0,1,1,Low,0
10784,Male,39,Caucasian,1,F,0,0,2,1,Low,0
10786,Female,49,Caucasian,1,M,0,0,3,1,Low,2
10787,Female,45,African-American,0,M,1,0,7,9,High,9
10788,Male,22,Asian,0,M,0,0,2,4,Low,1
10803,Male,34,Caucasian,1,F,0,0,1,1,Low,5
10805,Male,34,Caucasian,91,F,0,0,5,4,Low,13
10806,Male,22,African-American,1,F,1,1,4,6,Medium,8
10808,Male,27,Caucasian,39,F,1,1,5,5,Medium,13
10810,Male,34,African-American,1,F,0,0,6,3,Low,1
10811,Male,34,Caucasian,2,F,0,0,5,2,Low,1
10819,Male,20,Asian,1,F,1,1,10,8,High,2
10827,Male,40,Caucasian,1,F,0,0,1,1,Low,0
10829,Female,22,African-American,97,F,0,0,6,6,Medium,1
10831,Female,27,Caucasian,0,M,1,1,8,6,Medium,0
10835,Male,23,Hispanic,1,F,0,0,5,4,Low,2
10837,Male,47,African-American,1,M,0,0,6,1,Low,14
10839,Male,38,African-American,88,M,1,1,9,6,Medium,16
10843,Male,24,Hispanic,0,M,0,0,3,5,Medium,0
10848,Male,31,African-American,1324,F,0,0,6,6,Medium,1
10854,Male,38,Other,3,M,0,0,2,1,Low,0
10858,Male,26,African-American,1,F,0,0,2,3,Low,0
10859,Female,28,African-American,1,F,0,0,8,4,Low,5
10860,Male,43,African-American,1105,M,0,0,6,7,Medium,5
10863,Male,29,African-American,1,F,1,1,2,2,Low,2
10865,Male,74,Caucasian,1,F,0,0,1,1,Low,2
10869,Male,47,African-American,1,F,1,1,10,2,Low,4
10871,Female,43,Caucasian,2,M,0,0,1,1,Low,0
10874,Female,24,African-American,3,F,0,0,4,4,Low,0
10875,Male,26,Asian,1,F,1,1,3,5,Medium,2
10876,Male,56,African-American,1,M,0,0,2,1,Low,0
10879,Male,49,Caucasian,1,F,0,0,1,1,Low,0
